year,baseyear,gr_prog_l,gr_pop,mu,y,l,prog_l,gr_price,gr_nml,adjust_r,p,p_n,l_n,w,delta,p_k,i,k,r,r_k,c_k,k_n,c_y,m_up_n,m_up,prof,div,div_n,adjust_che_che1,g,adjust_div_divn,adjust_dive_dive1,adjust_dive_div1,adjust_dive_divn,debt_g,r_debt_g,inc,t_inc,adjust_w_w1wn1,adjust_pe_p1,ch,ch_e,adjust_le_le1,adjust_le_l1,adjust_le_ln,w_n,adjust_l_ln,adjust_w_wn,l_e,phi_l,rho_mupn_ln,dsigma,div_e,adjust_i_knk1,ch_n,sigma,sigma_n,sav_h,wealth,k_e,adjust_i_rk,gr_w_nml,adjust_i_kn,adjust_i_i1,w_e,lf,rho_wn_du,adjust_m_up,adjust_ch_chn,prog_k,phi_k,rho_mupn_kn,adjust_sigma,adjust_che_ch1,rho_sigma_p,adjust_w_w1,rho_wn_pe,rho_wn_progl,rho_wn_u,u,rho_wn,rho_rn_p,phi_rd_g,rho_rn_u,adjust_che_chn,r_n,rho_tinc_debt,sav_f,phi_rd_f,debt_f,adjust_p_pn,rho_sigma_r,rho_kl,rho_sigma_debt,rho_sigma_u,adjust_t_inc,adjust_pe_pe1,adjust_pe_pn,sav_g,p_e,t_inc_n
7.0,0.0,0.01,0.005,0.01505000000000001,111.0227674606214,1035.529396940734,0.1072135352107011,0.02,0.03535100000000013,0.5,1.14868566764928,1.14868566764928,1035.529396940734,0.08005052332845344,0.08,0.9465247176883075,18.87387046830564,198.5678113446148,0.02535100000000013,0.02535100000000013,0.09631257953407203,198.5678113446148,0.9189038483149277,0.2500607868339249,0.2500607868339249,25.51101349463631,25.51101349463631,25.51101349463631,0.7,25.53523651594292,0.2,0.7,0.1,0.2,76.5181570588648,0.02535100000000013,108.4056836417398,0.2637583567224246,0.05,0.1,66.61366047637284,66.61366047637284,0.7,0.1,0.2,0.08005052332845344,0.5,0.4,1035.529396940734,0.8125395114420512,0.6094046335815384,0.0,25.51101349463631,0.05,66.61366047637284,0.04127937482275035,0.04127937482275035,3.294621606158714,96.4920306231229,198.5678113446148,0.0,0.0302,1.0,0.0,0.08005052332845344,1139.082336634807,0.6,0.5,0.6,0.5591176470588235,0.187460488557949,0.1405953664184618,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909105,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-21.68014450001169,0.08,194.5935387489626,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-6.307910286589942,1.14868566764928,0.2637583567224246
8.0,0.0,0.01,0.005,0.01505000000000001,112.6936601109038,1040.707043925437,0.1082856705628081,0.02,0.03535100000000013,0.5,1.171659381002266,1.171659381002266,1040.707043925437,0.08246804913297275,0.08,0.9654552120420736,19.15792221885364,201.5562569053513,0.02535100000000013,0.02535100000000013,0.09823883112475348,201.5562569053513,0.9372819252812264,0.2500607868339246,0.2500607868339246,26.4128533326852,26.4128533326852,26.4128533326852,0.7,25.91954182550786,0.2,0.7,0.1,0.2,79.22315042905274,0.02535100000000013,112.237932964159,0.2637583567224246,0.05,0.1,67.61619606654226,67.61619606654226,0.7,0.1,0.2,0.08246804913297275,0.5,0.4,1040.707043925437,0.8125395114420511,0.6094046335815383,0.0,26.4128533326852,0.05,67.61619606654226,0.04127937482275035,0.04127937482275035,3.411089774558036,99.90312039768109,201.5562569053513,0.0,0.0302,1.0,0.0,0.08246804913297275,1144.777748317981,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909094,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-22.44655928823161,0.08,201.4726149372772,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-6.530901223131178,1.171659381002266,0.2637583567224246
9.0,0.0,0.01,0.005,0.01505000000000001,114.3896996955729,1045.910579145064,0.1093685272684362,0.02,0.03535100000000013,0.5,1.195092568622311,1.195092568622311,1045.910579145064,0.08495858421678855,0.08,0.9847643162829152,19.44624894824739,204.5896785717768,0.02535100000000013,0.02535100000000013,0.1002036077472485,204.5896785717768,0.9560275637868509,0.2500607868339246,0.2500607868339246,27.34657411084895,27.34657411084895,27.34657411084895,0.7,26.30963092998176,0.2,0.7,0.1,0.2,82.02376801987019,0.02535100000000013,116.205656132375,0.2637583567224246,0.05,0.1,68.63381981734372,68.63381981734372,0.7,0.1,0.2,0.08495858421678855,0.5,0.4,1045.910579145064,0.8125395114420511,0.6094046335815383,0.0,27.34657411084895,0.05,68.63381981734372,0.04127937482275013,0.04127937482275013,3.531675209178417,103.4347956068589,204.5896785717768,0.0,0.0302,1.0,0.0,0.08495858421678855,1150.501637059571,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909083,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-23.24006760562989,0.08,208.5948733479249,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-6.761775112270091,1.195092568622311,0.2637583567224246
10.0,0.0,0.01,0.005,0.01505000000000001,116.1112646759912,1051.14013204079,0.1104622125411206,0.02,0.03535100000000013,0.5,1.218994419994757,1.218994419994757,1051.14013204079,0.08752433346013556,0.08,1.004459602608573,19.73891499491851,207.668753234282,0.02535100000000013,0.02535100000000013,0.1022076799021935,207.668753234282,0.975148115062588,0.2500607868339246,0.2500607868339246,28.31330285224156,28.31330285224156,28.31330285224156,0.7,26.70559087547799,0.2,0.7,0.1,0.2,84.9233902431406,0.02535100000000013,120.3136422823106,0.2637583567224247,0.05,0.1,69.66675880559475,69.66675880559475,0.7,0.1,0.2,0.08752433346013556,0.5,0.4,1051.14013204079,0.8125395114420512,0.6094046335815384,0.0,28.31330285224156,0.05,69.66675880559475,0.04127937482275001,0.04127937482275001,3.656523459498075,107.0913190663568,207.668753234282,0.0,0.0302,1.0,0.0,0.08752433346013556,1156.254145244869,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909083,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-24.06162723555651,0.08,215.9689107156474,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-7.000810624263951,1.218994419994757,0.2637583567224247
11.0,0.0,0.01,0.005,0.01505000000000001,117.8587392093649,1056.395832700993,0.1115668346665318,0.02,0.03535100000000013,0.5,1.243374308394652,1.243374308394652,1056.395832700993,0.09016756833063169,0.08,1.024548794660745,20.03598566559204,210.794167970458,0.02535100000000013,0.02535100000000013,0.1042518335002374,210.794167970458,0.99465107736384,0.2500607868339244,0.2500607868339244,29.31420642137115,29.31420642137115,29.31420642137115,0.7,27.10751001815393,0.2,0.7,0.1,0.2,87.92551701162589,0.02535100000000013,124.5668498506326,0.2637583567224246,0.05,0.1,70.71524352561894,70.71524352561894,0.7,0.1,0.2,0.09016756833063169,0.5,0.4,1056.395832700993,0.8125395114420511,0.6094046335815383,0.0,29.31420642137115,0.05,70.71524352561894,0.04127937482275035,0.04127937482275035,3.785785220314821,110.8771042866724,210.794167970458,0.0,0.0302,1.0,0.0,0.09016756833063169,1162.035415971093,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909094,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-24.91222981996067,0.08,223.6036276783562,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-7.248296280642307,1.243374308394652,0.2637583567224246
12.0,0.0,0.01,0.005,0.01505000000000001,119.6325132344658,1061.677811864498,0.1126825030131971,0.02,0.03535100000000013,0.5,1.268241794562545,1.268241794562545,1061.677811864498,0.09289062889421676,0.08,1.04503977055396,20.33752724985919,213.9666201984134,0.02535100000000013,0.02535100000000013,0.1063368701702422,213.9666201984134,1.014544098911117,0.2500607868339246,0.2500607868339246,30.35049293257304,30.35049293257304,30.35049293257304,0.7,27.51547804392714,0.2,0.7,0.1,0.2,91.03377196350387,0.02535100000000013,128.9704125597022,0.2637583567224247,0.05,0.1,71.77950794067951,71.77950794067951,0.7,0.1,0.2,0.09289062889421676,0.5,0.4,1061.677811864498,0.8125395114420513,0.6094046335815384,0.0,30.35049293257304,0.05,71.77950794067951,0.04127937482275013,0.04127937482275013,3.919616513638147,114.7967208003099,213.9666201984134,0.0,0.0302,1.0,0.0,0.09289062889421676,1167.845593050948,0.6,0.5,0.6,0.5591176470588236,0.187460488557949,0.1405953664184618,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909083,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-25.79290205632609,0.08,231.5082395204138,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-7.504530802459294,1.268241794562545,0.2637583567224247
13.0,0.0,0.01,0.005,0.01505000000000001,121.4329825586446,1066.986200923821,0.1138093280433291,0.02,0.03535100000000013,0.5,1.293606630453797,1.293606630453797,1066.986200923821,0.09569592588682214,0.08,1.065940565965039,20.64360703496958,217.1868178323995,0.02535100000000013,0.02535100000000013,0.108463607573647,217.1868178323995,1.034834980889339,0.2500607868339244,0.2500607868339244,31.42341320823245,31.42341320823245,31.42341320823245,0.7,27.92958598848825,0.2,0.7,0.1,0.2,94.2519068361857,0.02535100000000013,133.5296456141003,0.2637583567224246,0.05,0.1,72.85978953518674,72.85978953518674,0.7,0.1,0.2,0.09569592588682214,0.5,0.4,1066.986200923821,0.8125395114420512,0.6094046335815384,0.0,31.42341320823245,0.05,72.85978953518674,0.04127937482275035,0.04127937482275035,4.058178877011798,118.8548996773225,217.1868178323995,0.0,0.0302,1.0,0.0,0.09569592588682214,1173.684821016203,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909094,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-26.70470693691928,0.08,239.6922872957,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-7.76982347085703,1.293606630453797,0.2637583567224246
14.0,0.0,0.01,0.005,0.01505000000000001,123.2605489461522,1072.32113192844,0.1149474213237624,0.02,0.03535100000000013,0.5,1.319478763062872,1.319478763062872,1072.32113192844,0.09858594284860417,0.08,1.08725937728434,20.95429332084587,220.4554794407772,0.02535100000000013,0.02535100000000013,0.1106328797251199,220.4554794407772,1.055531680507126,0.2500607868339246,0.2500607868339246,32.53426228855666,32.53426228855666,32.53426228855666,0.7,28.349926257615,0.2,0.7,0.1,0.2,97.5838059947517,0.02535100000000013,138.2500521162044,0.2637583567224246,0.05,0.1,73.95632936769131,73.95632936769131,0.7,0.1,0.2,0.09858594284860417,0.5,0.4,1072.32113192844,0.8125395114420511,0.6094046335815383,0.0,32.53426228855666,0.05,73.95632936769131,0.04127937482275013,0.04127937482275013,4.201639558493014,123.0565392358147,220.4554794407772,0.0,0.0302,1.0,0.0,0.09858594284860417,1179.553245121283,0.6,0.5,0.6,0.5591176470588235,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909083,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-27.64874503184632,0.08,248.1656493438903,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-8.044494500375295,1.319478763062872,0.2637583567224246
15.0,0.0,0.01,0.005,0.01505000000000001,125.1156202077918,1077.682737588082,0.116096895537,0.02,0.03535100000000013,0.5,1.34586833832413,1.34586833832413,1077.682737588082,0.101563238322632,0.08,1.109004564830027,21.2696554353246,223.7733344063608,0.02535100000000013,0.02535100000000013,0.1128455373196223,223.7733344063608,1.076642314117268,0.2500607868339246,0.2500607868339246,33.68438099471944,33.68438099471944,33.68438099471944,0.7,28.77659264779211,0.2,0.7,0.1,0.2,101.0334911204722,0.02535100000000013,143.1373297085643,0.2637583567224246,0.05,0.1,75.06937212467506,75.06937212467506,0.7,0.1,0.2,0.101563238322632,0.5,0.4,1077.682737588082,0.8125395114420512,0.6094046335815384,0.0,33.68438099471944,0.05,75.06937212467506,0.04127937482275013,0.04127937482275013,4.350171718525303,127.40671095434,223.7733344063608,0.0,0.0302,1.0,0.0,0.101563238322632,1185.45101134689,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909094,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-28.62615581746712,0.08,256.9385532138461,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-8.328875425458069,1.34586833832413,0.2637583567224246
16.0,0.0,0.01,0.005,0.01505000000000001,126.998610291919,1083.071151276022,0.1172578644923701,0.02,0.03535100000000013,0.5,1.372785705090612,1.372785705090612,1083.071151276022,0.1046304481199755,0.08,1.131184656126627,21.58976374962624,227.1411230891766,0.02535100000000013,0.02535100000000013,0.1151024480660148,227.1411230891766,1.098175160399613,0.2500607868339249,0.2500607868339249,34.87515754726378,34.87515754726378,34.87515754726378,0.7,29.20968036714138,0.2,0.7,0.1,0.2,104.605126065072,0.02535100000000013,148.1973774510918,0.2637583567224246,0.05,0.1,76.19916617515142,76.19916617515142,0.7,0.1,0.2,0.1046304481199755,0.5,0.4,1083.071151276022,0.8125395114420513,0.6094046335815384,0.0,34.87515754726378,0.05,76.19916617515142,0.04127937482275035,0.04127937482275035,4.503954638946908,131.9106655932874,227.1411230891766,0.0,0.0302,1.0,0.0,0.1046304481199755,1191.378266403624,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909105,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-29.6381190517704,0.08,266.0215880085088,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-8.623309500623435,1.372785705090612,0.2637583567224246
17.0,0.0,0.01,0.005,0.01505000000000001,128.9099393768124,1088.486507032402,0.1184304431372938,0.02,0.03535100000000013,0.5,1.400241419192425,1.400241419192425,1088.486507032402,0.1077902876531988,0.08,1.15380834924916,21.91468969405811,230.5595969916687,0.02535100000000013,0.02535100000000013,0.117404497027335,230.5595969916687,1.120138663607606,0.2500607868339246,0.2500607868339246,36.10802924171711,36.10802924171711,36.10802924171711,0.7,29.64928605666685,0.2,0.7,0.1,0.2,108.3030218765984,0.02535100000000013,153.4363029413653,0.2637583567224246,0.05,0.1,77.34596362608745,77.34596362608745,0.7,0.1,0.2,0.1077902876531988,0.5,0.4,1088.486507032402,0.8125395114420511,0.6094046335815383,0.0,36.10802924171711,0.05,77.34596362608745,0.04127937482275035,0.04127937482275035,4.663173939388329,136.573839532676,230.5595969916687,0.0,0.0302,1.0,0.0,0.1077902876531988,1197.335157735642,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909083,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-30.68585619836954,0.08,275.4257171661976,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-8.928152114779975,1.400241419192425,0.2637583567224246
18.0,0.0,0.01,0.005,0.01505000000000001,130.8500339644334,1093.928939567564,0.1196147475686667,0.02,0.03535100000000013,0.5,1.428246247576273,1.428246247576273,1093.928939567564,0.1110455543403254,0.08,1.176884516234143,22.24450577395368,234.0295189263933,0.02535100000000013,0.02535100000000013,0.1197525869678818,234.0295189263933,1.142541436879758,0.2500607868339249,0.2500607868339249,37.38448418344105,37.38448418344105,37.38448418344105,0.7,30.09550781181969,0.2,0.7,0.1,0.2,112.131642002958,0.02535100000000013,158.8604296866455,0.2637583567224246,0.05,0.1,78.51002037866007,78.51002037866007,0.7,0.1,0.2,0.1110455543403254,0.5,0.4,1093.928939567564,0.8125395114420509,0.6094046335815382,0.0,37.38448418344105,0.05,78.51002037866007,0.04127937482275013,0.04127937482275013,4.828021801319622,141.4018613339949,234.0295189263933,0.0,0.0302,1.0,0.0,0.1110455543403254,1203.32183352432,0.6,0.5,0.6,0.5591176470588236,0.187460488557949,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909083,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-31.7706319008381,0.08,285.1622916937399,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-9.243771220189563,1.428246247576273,0.2637583567224246
19.0,0.0,0.01,0.005,0.01505000000000001,132.8193269755982,1099.398584265401,0.1208108950443534,0.02,0.03535100000000013,0.5,1.456811172527799,1.456811172527799,1099.398584265401,0.1143991300814033,0.08,1.200422206558826,22.57928558585169,237.5516631862355,0.02535100000000013,0.02535100000000013,0.1221476387072394,237.5516631862355,1.165392265617353,0.2500607868339249,0.2500607868339249,38.70606308380988,38.70606308380988,38.70606308380988,0.7,30.54844520438758,0.2,0.7,0.1,0.2,116.0956076794046,0.02535100000000013,164.4763047364982,0.2637583567224246,0.05,0.1,79.69159618535889,79.69159618535889,0.7,0.1,0.2,0.1143991300814033,0.5,0.4,1099.398584265401,0.8125395114420511,0.6094046335815383,0.0,38.70606308380988,0.05,79.69159618535889,0.04127937482275046,0.04127937482275046,4.998697200018114,146.4005585340142,237.5516631862355,0.0,0.0302,1.0,0.0,0.1143991300814033,1209.338442691942,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909094,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-32.89375550916462,0.08,295.2430638674053,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-9.570547776594482,1.456811172527799,0.2637583567224246
20.0,0.0,0.01,0.005,0.01505000000000001,134.8182578465809,1104.895577186728,0.122019003994797,0.02,0.03535100000000013,0.5,1.485947395978355,1.485947395978355,1104.895577186728,0.1178539838098617,0.08,1.224430650690003,22.91910383391875,241.1268157171884,0.02535100000000013,0.02535100000000013,0.1245905914813842,241.1268157171884,1.1887001109297,0.2500607868339246,0.2500607868339246,40.07436111988564,40.07436111988564,40.07436111988564,0.7,31.00819930471361,0.2,0.7,0.1,0.2,120.1997035064792,0.02535100000000013,170.2907065852381,0.2637583567224246,0.05,0.1,80.89095470794854,80.89095470794854,0.7,0.1,0.2,0.1178539838098617,0.5,0.4,1104.895577186728,0.8125395114420511,0.6094046335815383,0.0,40.07436111988564,0.05,80.89095470794854,0.04127937482275024,0.04127937482275024,5.175406144735916,151.575964678749,241.1268157171884,0.0,0.0302,1.0,0.0,0.1178539838098617,1215.385134905401,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909094,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-34.05658266016911,0.08,305.680201418182,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-9.908876211044872,1.485947395978355,0.2637583567224246
21.0,0.0,0.01,0.005,0.01505000000000001,136.8472726271719,1110.420055072662,0.123239194034745,0.02,0.03535100000000013,0.5,1.515666343897922,1.515666343897922,1110.420055072662,0.1214131741209195,0.08,1.248919263703802,23.26403634661923,244.755774293732,0.02535100000000013,0.02535100000000013,0.1270824033110119,244.755774293732,1.212474113148294,0.2500607868339246,0.2500607868339246,41.4910298598347,41.4910298598347,41.4910298598347,0.7,31.47487270424955,0.2,0.7,0.1,0.2,124.4488832251367,0.02535100000000013,176.3106533537328,0.2637583567224246,0.05,0.1,82.10836357630316,82.10836357630316,0.7,0.1,0.2,0.1214131741209195,0.5,0.4,1110.420055072662,0.8125395114420511,0.6094046335815383,0.0,41.4910298598347,0.05,82.10836357630316,0.04127937482275035,0.04127937482275035,5.358361927358487,156.9343266061078,244.755774293732,0.0,0.0302,1.0,0.0,0.1214131741209195,1221.462060579928,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909105,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-35.26051691378874,0.08,316.4863022185161,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-10.25916489398152,1.515666343897922,0.2637583567224246
22.0,0.0,0.01,0.005,0.01505000000000001,138.9068240802109,1115.972155348025,0.1244715859750924,0.02,0.03535100000000013,0.5,1.54597967077588,1.54597967077588,1115.972155348025,0.1250798519793713,0.08,1.273897648977879,23.61416009363585,248.4393486968527,0.02535100000000013,0.02535100000000013,0.1296240513772321,248.4393486968527,1.23672359541126,0.2500607868339249,0.2500607868339249,42.95777925640974,42.95777925640974,42.95777925640974,0.7,31.9485695384485,0.2,0.7,0.1,0.2,128.8482756960285,0.02535100000000013,182.5434112604406,0.2637583567224246,0.05,0.1,83.34409444812653,83.34409444812653,0.7,0.1,0.2,0.1250798519793713,0.5,0.4,1115.972155348025,0.8125395114420511,0.6094046335815383,0.0,42.95777925640974,0.05,83.34409444812653,0.04127937482275035,0.04127937482275035,5.547785379852542,162.4821119859604,248.4393486968527,0.0,0.0302,1.0,0.0,0.1250798519793713,1227.569370882828,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909083,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-36.50701144720809,0.08,327.6744094882428,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-10.62183663214866,1.54597967077588,0.2637583567224246
23.0,0.0,0.01,0.005,0.01505000000000001,140.9973717826181,1121.552016124765,0.1257163018348433,0.02,0.03535100000000013,0.5,1.576899264191398,1.576899264191398,1121.552016124765,0.1288572635091483,0.08,1.299375601957436,23.96955320304507,252.1783608947403,0.02535100000000013,0.02535100000000013,0.1322165324047768,252.1783608947403,1.261458067319486,0.2500607868339244,0.2500607868339244,44.47637971090305,44.47637971090305,44.47637971090305,0.7,32.42939551000215,0.2,0.7,0.1,0.2,133.4031910901589,0.02535100000000013,188.9965033919085,0.2637583567224246,0.05,0.1,84.59842306957086,84.59842306957086,0.7,0.1,0.2,0.1288572635091483,0.5,0.4,1121.552016124765,0.8125395114420512,0.6094046335815384,0.0,44.47637971090305,0.05,84.59842306957086,0.04127937482275013,0.04127937482275013,5.743905140815684,168.2260171267754,252.1783608947403,0.0,0.0302,1.0,0.0,0.1288572635091483,1233.707217737242,0.6,0.5,0.6,0.5591176470588237,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909094,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-37.79757080887834,0.08,339.2580275380617,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-10.99732917893175,1.576899264191398,0.2637583567224246
24.0,0.0,0.01,0.005,0.01505000000000001,143.1193822279465,1127.159776205389,0.1269734648531918,0.02,0.03535100000000013,0.5,1.608437249475226,1.608437249475226,1127.159776205389,0.1327487528671246,0.08,1.325363113996585,24.3302949787509,255.9736452262062,0.02535100000000013,0.02535100000000013,0.1348608630528723,255.9736452262062,1.286687228665875,0.2500607868339246,0.2500607868339246,46.04866421006318,46.04866421006318,46.04866421006318,0.7,32.91745791242769,0.2,0.7,0.1,0.2,138.119127298387,0.02535100000000013,195.6777187833158,0.2637583567224246,0.05,0.1,85.87162933676788,85.87162933676788,0.7,0.1,0.2,0.1327487528671246,0.5,0.4,1127.159776205389,0.8125395114420511,0.6094046335815383,0.0,46.04866421006318,0.05,85.87162933676788,0.04127937482275013,0.04127937482275013,5.946957931448651,174.1729750582238,255.9736452262062,0.0,0.0302,1.0,0.0,0.1327487528671246,1239.875753825928,0.6,0.5,0.6,0.5591176470588236,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909094,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-39.133752734543,0.08,351.2511380695598,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-11.38609576273617,1.608437249475226,0.2637583567224246
25.0,0.0,0.01,0.005,0.01505000000000001,145.2733289304771,1132.795575086416,0.1282431995017237,0.02,0.03535100000000013,0.5,1.640605994464731,1.640605994464731,1132.795575086416,0.1367577652037118,0.08,1.351870376276517,24.6964659181811,259.8260485868606,0.02535100000000013,0.02535100000000013,0.1375580803139298,259.8260485868606,1.312420973239193,0.2500607868339249,0.2500607868339249,47.67653053855317,47.67653053855317,47.67653053855317,0.7,33.41286565400972,0.2,0.7,0.1,0.2,143.0017765675124,0.02535100000000013,202.5951218200249,0.2637583567224246,0.05,0.1,87.16399735828625,87.16399735828625,0.7,0.1,0.2,0.1367577652037118,0.5,0.4,1132.795575086416,0.8125395114420512,0.6094046335815384,0.0,47.67653053855317,0.05,87.16399735828625,0.04127937482275035,0.04127937482275035,6.157188841283329,180.3301638995081,259.8260485868606,0.0,0.0302,1.0,0.0,0.1367577652037118,1246.075132595057,0.6,0.5,0.6,0.5591176470588237,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909094,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-40.51717002746183,0.08,363.6682170514568,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-11.78860563404465,1.640605994464731,0.2637583567224246
26.0,0.0,0.01,0.005,0.01505000000000001,147.4596925308807,1138.459552961848,0.129525631496741,0.02,0.03535100000000013,0.5,1.673418114354025,1.673418114354025,1138.459552961848,0.1408878497128639,0.08,1.378907783802047,25.06814773024973,263.7364306180929,0.02535100000000013,0.02535100000000013,0.1403092419202083,263.7364306180929,1.338669392703977,0.2500607868339249,0.2500607868339249,49.36194356962154,49.36194356962154,49.36194356962154,0.7,33.91572928210257,0.2,0.7,0.1,0.2,148.0570323709505,0.02535100000000013,209.7570619714846,0.2637583567224246,0.05,0.1,88.47581551852844,88.47581551852844,0.7,0.1,0.2,0.1408878497128639,0.5,0.4,1138.459552961848,0.8125395114420512,0.6094046335815384,0.0,49.36194356962154,0.05,88.47581551852844,0.04127937482275057,0.04127937482275057,6.374851624011569,186.7050155235206,263.7364306180929,0.0,0.0302,1.0,0.0,0.1408878497128639,1252.305508258032,0.6,0.5,0.6,0.5591176470588235,0.1874604885579489,0.1405953664184617,0.5,0.1,1.0,0.6,1.0,1.0,0.0,0.09090909090909083,-2.081668171172169e-17,1.5,0.05,0.5,0.2,0.02535100000000013,0.05,-41.94949250510263,0.08,376.5242521924428,0.5,1.0,0.5,0.0,1.5,0.1,0.7,0.2,-12.20534463181377,1.673418114354025,0.2637583567224246
